Event,Name,Gender,Occupation,Keyword,Text
"{'text': 'suffered', 'lemma': 'suffer', 'start_token': 1, 'end_token': 1}",Paul Williams (The Temptations singer),M,dancers,suffer,"Williams suffered from sickle-cell anemia, which frequently brought havoc on his physical health. In 1965, Williams began an affair with Winnie Brown, hair stylist for The Supremes and a relative of Supremes member Florence Ballard. In love with Brown but still devoted to his wife and children, Williams was also depressed because Cholly Atkins' pre"
"{'text': 'suffered', 'lemma': 'suffer', 'start_token': 33, 'end_token': 33}",Gregory Hines,M,dancers,suffer,"In 1981, Hines made his movie debut in Mel Brooks's History of the World, Part I, replacing Richard Pryor, who had originally been cast in the role but suffered severe burns in a house fire just days before he was due to begin shooting.[3][4] Madeline Kahn, also starring in the film, suggested to director Mel Brooks that he look into Hines for the "
"{'text': 'birth', 'lemma': 'birth', 'start_token': 47, 'end_token': 47}",Rachel Dratch,F,comedians,birth,"On March 19, 2012, Dratch's memoir, Girl Walks into a Bar: Comedy Calamities, Dating Disasters, and a Midlife Miracle was published. In it, Dratch recounts her experiences after being recast in the 30 Rock pilot, including the birth of her first child.[12]
"
"{'text': 'birth', 'lemma': 'birth', 'start_token': 2, 'end_token': 2}",Amy Poehler,F,comedians,birth,"After giving birth, Poehler appeared during a pre-taped ""SNL Presidential Bash '08""  prime time special on November 3.[37][38] Despite the prior announcement that Poehler would not return after her maternity leave, she came back for two more live episodes.[39][40] During the December 13 Weekend Update, Poehler announced that it was her last show.[4"
"{'text': 'birth', 'lemma': 'birth', 'start_token': 10, 'end_token': 10}",Bill Maher,M,comedians,birth,"In response to Maher's offer, Trump produced his birth certificate, and then Trump launched a lawsuit after Maher was not forthcoming, claiming that Maher's $5 million offer was legally binding. ""I don't think he was joking"", Trump said. ""He said it with venom.""[55] Trump withdrew his lawsuit against the comedian after eight weeks.[57]
"
"{'text': 'eliminated', 'lemma': 'eliminate', 'start_token': 16, 'end_token': 16}",Margaret Cho,F,comedians,eliminate,"In January 2019, she appeared on The Masked Singer as the Poodle. She was eliminated in Episode 4.[39]
"
"{'text': 'eliminated', 'lemma': 'eliminate', 'start_token': 62, 'end_token': 62}",Tommy Chong,M,comedians,eliminate,"On September 4, 2014, Chong was announced as one of the celebrities participating on the 19th season of Dancing with the Stars. He paired with professional dancer Peta Murgatroyd.[16] Despite being at the bottom of the leaderboard numerous times, Chong and Murgatroyd were able to make it to the night of the semi-finals but were eliminated at the en"
"{'text': 'eliminated', 'lemma': 'eliminate', 'start_token': 27, 'end_token': 27}",Shangela,M,comedians,eliminate,"After five months of performing in Los Angeles, Shangela was selected to join the cast for season two of RuPaul's Drag Race, but was eliminated in the first episode. She later reauditioned and was invited back for season three, where she made it to the top five (although she placed sixth overall due to the return of Carmen Carrera one episode later"
"{'text': 'wedding', 'lemma': 'wedding', 'start_token': 56, 'end_token': 56}",Steve Harvey,M,comedians,wedding,"In 2017, Harvey began hosting a New Year's Eve special from Times Square for Fox (which, like his talk show, would be produced in partnership with IMG).[56] Two days before the broadcast, Harvey was ordained in the state of New York so he could officiate an on-air wedding between Keven Undergaro and Maria Menounos during the special.[57] The specia"
"{'text': 'relocated', 'lemma': 'relocate', 'start_token': 1, 'end_token': 1}",Laurie Metcalf,F,comedians,relocate,"Metcalf relocated to New York City and began to work in both film and theater, including such productions as David Mamet's November on Broadway in 2008.[13]
"
"{'text': 'relocated', 'lemma': 'relocate', 'start_token': 55, 'end_token': 55}",Eve Arden,F,comedians,relocate,"She made her film debut under her real name in the backstage musical Song of Love (1929), as a wisecracking, homewrecking showgirl who becomes a rival to the film's star, singer Belle Baker.[5] The film was one of Columbia Pictures' earliest successes. In 1933, she relocated to New York City, where she had supporting parts in multiple Broadway stag"
"{'text': 'relocated', 'lemma': 'relocate', 'start_token': 3, 'end_token': 3}",Patrice O'Neal,M,comedians,relocate,"In 1998 O'Neal relocated to New York City, working regular spots at the Comedy Cellar.[6] In early 1998, he took part in the fourth annual US Comedy Arts Festival in Aspen, Colorado.[11] He then moved to Los Angeles in the hopes of finding greater fame: ""I tap danced like you wouldn't believe ... trying to get something ... If I'd have had a gun ba"
"{'text': 'relocated', 'lemma': 'relocate', 'start_token': 3, 'end_token': 3}",Patrice O'Neal,M,comedians,relocate,"In 1998 O'Neal relocated to New York City, working regular spots at the Comedy Cellar.[6] In early 1998, he took part in the fourth annual US Comedy Arts Festival in Aspen, Colorado.[11] He then moved to Los Angeles in the hopes of finding greater fame: ""I tap danced like you wouldn't believe ... trying to get something ... If I'd have had a gun ba"
"{'text': 'partnered', 'lemma': 'partner', 'start_token': 24, 'end_token': 24}",Valerie Harper,F,comedians,partner,"On September 4, 2013, Harper was announced as a contestant for the 17th season of Dancing with the Stars. She was partnered with professional dancer Tristan MacManus.[35] Harper and MacManus were voted off the show on October 7, 2013.
"
"{'text': 'partnered', 'lemma': 'partner', 'start_token': 45, 'end_token': 45}",Ada Roach,F,comedians,partner,"She was called a ""bundle of sunshine"" guaranteed to ""chase the shadows from the face of the sourest of the sour.""[6] Her exuberant comedic talents were held to be especially welcome during wartime.[7] By April 1918 she was partnered with fellow Killarney Girls alumna Ruth Freeman in a two-woman act, the Roach-Freeman Duo. They performed as part of "
"{'text': 'partnered', 'lemma': 'partner', 'start_token': 54, 'end_token': 54}",Ezra Kendall,M,comedians,partner,"He later toured in Lillian Cleves' Grump, Elliott Barnes' Dr. Clyde, Wallack and Hinds' Criterion -Comedy Company and Edward (""Teddy"") Byron's, Summer Boarders. Around 1882 Kendall organized a minstrel company with Horace Johnson, which lasted a short period, and next partnered with comedian Alfred Klein, in an act that collapsed after one week. Ke"
"{'text': 'partnered', 'lemma': 'partner', 'start_token': 10, 'end_token': 10}",Conan O'Brien,M,comedians,partner,"In 2018, O'Brien's production company, TeamCoco, partnered with Earwolf to launch his own weekly podcast, Conan O'Brien Needs a Friend. The podcast debuted November 18, 2018, with Will Ferrell as the first guest.[96] The title of the podcast refers to the premise that O'Brien is lonely and is thus inviting people onto the show to see if they could "
"{'text': 'impersonated', 'lemma': 'impersonate', 'start_token': 59, 'end_token': 59}",Jenny Slate,F,comedians,impersonate,"Slate joined the cast of Saturday Night Live for one season from 2009 to 2010.[12][21] In her first episode, she accidentally said ""fucking"" during her debut sketch ""Biker Chick Chat"", which was heard on the live broadcast, but removed from reruns.[23][24][25][26] During her brief time on the series, she impersonated celebrities such as Hoda Kotb, "
"{'text': 'impersonated', 'lemma': 'impersonate', 'start_token': 18, 'end_token': 18}",Nicole Parker,F,comedians,impersonate,"Parker's most notable characters include Pat-Beth LaMontrose and the Disney Girl. She also had impersonated many notable celebrities, mostly singers such as Britney Spears, Ashlee and Jessica Simpson, Julie Andrews, James Blunt, and Judy Garland.
"
"{'text': 'impersonated', 'lemma': 'impersonate', 'start_token': 4, 'end_token': 4}",Seth Meyers,M,comedians,impersonate,"On SNL, Meyers impersonated such figures as John Kerry, Michael Caine, Anderson Cooper, Carrot Top, Prince Charles, Ryan Seacrest, Sean Penn, Stone Phillips, Tobey Maguire, Peyton Manning, Ben Curtis (also known as the Dell Dude), Ty Pennington, Bill Cowher, Brian Williams, Nicollette Sheridan, Wade Robson, Donald Trump, Jr., Tom Cruise, and Kevin "
"{'text': 'impersonate', 'lemma': 'impersonate', 'start_token': 18, 'end_token': 18}",Jim Varney,M,comedians,impersonate,"Varney also toured as a stand-up comic. His specialty was character comedy: he would impersonate numerous characters with elaborate backstories, many of which would find their way into his later films and television commercials.
"
"{'text': 'declined', 'lemma': 'decline', 'start_token': 58, 'end_token': 58}",Suzanne Somers,F,comedians,decline,"Somers appeared in two Playboy cover-feature nude pictorials, in 1980 and 1984. Her first set of nude photos was taken by Stan Malinowski in February 1970 when Somers was a struggling model and actress and did a test photoshoot for the magazine. She was accepted as a Playmate candidate in 1971, but declined to pose nude before the actual shoot. Dur"
"{'text': 'declined', 'lemma': 'decline', 'start_token': 48, 'end_token': 48}",Charo,F,comedians,decline,"
By the late 1970s Charo was being mentioned as an example of how overexposure could damage a celebrity. One such article quoted the ""Q score"" of Performer Q, Steve Levitt's celebrity popularity rating service, to show that the performer's popularity declined slightly even as her familiarity increased:.mw-parser-output .templatequote{overflow:hidde"
"{'text': 'declined', 'lemma': 'decline', 'start_token': 2, 'end_token': 2}",Louis C.K.,M,comedians,decline,"C.K. initially declined to answer the allegations in public.[140] In a subsequent statement on November 10, after the Times article, C.K. admitted to behavior that he initially thought ""was okay because I never showed a woman my dick without asking first"", and went on to express remorse stating, ""the power I had over these women is that they admire"
